Id,Label,timeset,componentid,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree
2041,14600,,0,1,1,2,1,1,2
2042,23138,,0,1,1,2,1,1,2
2043,4774,,0,4,4,8,4,4,8
2044,5673,,0,4,4,8,4,4,8
2045,15382,,0,3,3,6,3,3,6
2046,16717,,0,7,7,14,7,7,14
2047,19603,,0,4,4,8,4,4,8
2048,4673,,0,10,10,20,10,10,20
2049,17754,,0,2,2,4,2,2,4
2050,8074,,0,3,3,6,3,3,6
2051,14541,,0,2,2,4,2,2,4
2052,15127,,0,2,2,4,2,2,4
2053,18524,,0,2,2,4,2,2,4
2054,12187,,0,10,10,20,10,10,20
2055,7087,,0,11,11,22,11,11,22
2056,7911,,0,10,10,20,10,10,20
2057,1859,,0,2,2,4,2,2,4
2058,4298,,0,4,4,8,4,4,8
2059,15192,,0,2,2,4,2,2,4
2060,17274,,0,2,2,4,2,2,4
2061,18941,,0,2,2,4,2,2,4
2062,20902,,0,4,4,8,4,4,8
2063,8666,,0,9,9,18,9,9,18
2064,6524,,0,6,6,12,6,6,12
2065,4765,,0,7,7,14,7,7,14
2066,4756,,0,3,3,6,3,3,6
2067,23477,,0,2,2,4,2,2,4
2068,11923,,0,1,1,2,1,1,2
2069,10024,,0,5,5,10,5,5,10
2070,6442,,0,7,7,14,7,7,14
2071,17681,,0,7,7,14,7,7,14
2072,20587,,0,6,6,12,6,6,12
2073,7013,,0,18,18,36,18,18,36
2074,2087,,0,6,6,12,6,6,12
2075,2993,,0,5,5,10,5,5,10
2076,4377,,0,4,4,8,4,4,8
2077,6271,,0,30,30,60,30,30,60
2078,7023,,0,10,10,20,10,10,20
2079,13404,,0,16,16,32,16,16,32
2080,1563,,0,23,23,46,23,23,46
2081,2457,,0,23,23,46,23,23,46
2082,3534,,0,23,23,46,23,23,46
2083,4639,,0,19,19,38,19,19,38
2084,5065,,0,23,23,46,23,23,46
2085,6387,,0,23,23,46,23,23,46
2086,14379,,0,23,23,46,23,23,46
2087,15145,,0,21,21,42,21,21,42
2088,15562,,0,23,23,46,23,23,46
2089,15708,,0,23,23,46,23,23,46
2090,15714,,0,23,23,46,23,23,46
2091,15805,,0,23,23,46,23,23,46
2092,17345,,0,4,4,8,4,4,8
2093,17580,,0,23,23,46,23,23,46
2094,17584,,0,21,21,42,21,21,42
2095,18396,,0,24,24,48,24,24,48
2096,18952,,0,23,23,46,23,23,46
2097,19677,,0,23,23,46,23,23,46
2098,20231,,0,3,3,6,3,3,6
2099,23241,,0,21,21,42,21,21,42
2100,24616,,0,21,21,42,21,21,42
2101,24617,,0,19,19,38,19,19,38
2102,24819,,0,23,23,46,23,23,46
2103,3508,,0,1,1,2,1,1,2
2104,12641,,0,1,1,2,1,1,2
2105,13068,,0,1,1,2,1,1,2
2106,23723,,0,8,8,16,8,8,16
2107,6642,,0,3,3,6,3,3,6
2108,17277,,0,3,3,6,3,3,6
2109,18209,,0,3,3,6,3,3,6
2110,11939,,0,3,3,6,3,3,6
2111,17191,,0,1,1,2,1,1,2
2112,17874,,0,6,6,12,6,6,12
2113,3804,,0,10,10,20,10,10,20
2114,22979,,0,4,4,8,4,4,8
2115,1157,,0,3,3,6,3,3,6
2116,16334,,0,3,3,6,3,3,6
2117,6305,,0,5,5,10,5,5,10
2118,7726,,0,5,5,10,5,5,10
2119,14870,,0,5,5,10,5,5,10
2120,14872,,0,10,10,20,10,10,20
2121,20316,,0,5,5,10,5,5,10
2122,18772,,0,1,1,2,1,1,2
2123,885,,0,3,3,6,3,3,6
2124,2505,,0,3,3,6,3,3,6
2125,17192,,0,3,3,6,3,3,6
2126,12296,,0,3,3,6,3,3,6
2127,5355,,0,2,2,4,2,2,4
2128,6863,,0,2,2,4,2,2,4
2129,15770,,0,5,5,10,5,5,10
2130,21322,,0,1,1,2,1,1,2
2131,22265,,0,11,11,22,11,11,22
2132,23099,,0,2,2,4,2,2,4
2133,25111,,0,5,5,10,5,5,10
2134,4289,,0,2,2,4,2,2,4
2135,12160,,0,3,3,6,3,3,6
2136,19809,,0,3,3,6,3,3,6
2137,6895,,0,1,1,2,1,1,2
2138,4319,,0,3,3,6,3,3,6
2139,12758,,0,3,3,6,3,3,6
2140,22023,,0,1,1,2,1,1,2
2141,10801,,0,12,12,24,12,12,24
2142,19146,,0,3,3,6,3,3,6
2143,22699,,0,6,6,12,6,6,12
2144,3037,,0,2,2,4,2,2,4
2145,9712,,0,2,2,4,2,2,4
2146,10726,,0,7,7,14,7,7,14
2147,16482,,0,11,11,22,11,11,22
2148,17990,,0,3,3,6,3,3,6
2149,12040,,0,5,5,10,5,5,10
2150,17249,,0,1,1,2,1,1,2
2151,8198,,0,3,3,6,3,3,6
2152,13010,,0,4,4,8,4,4,8
2153,12786,,0,6,6,12,6,6,12
2154,13673,,0,7,7,14,7,7,14
2155,7463,,0,6,6,12,6,6,12
2156,5255,,0,2,2,4,2,2,4
2157,14337,,0,9,9,18,9,9,18
2158,5849,,0,3,3,6,3,3,6
2159,10763,,0,1,1,2,1,1,2
2160,11121,,0,1,1,2,1,1,2
2161,11194,,0,6,6,12,6,6,12
2162,15799,,0,9,9,18,9,9,18
2163,16511,,0,4,4,8,4,4,8
2164,16945,,0,1,1,2,1,1,2
2165,21157,,0,1,1,2,1,1,2
2166,14325,,0,2,2,4,2,2,4
2167,21297,,0,2,2,4,2,2,4
2168,2326,,0,7,7,14,7,7,14
2169,10253,,0,2,2,4,2,2,4
2170,19048,,0,12,12,24,12,12,24
2171,20182,,0,7,7,14,7,7,14
2172,19023,,0,1,1,2,1,1,2
2173,17501,,0,13,13,26,13,13,26
2174,19379,,0,1,1,2,1,1,2
2175,2912,,0,18,18,36,18,18,36
2176,6266,,0,3,3,6,3,3,6
2177,26088,,0,8,8,16,8,8,16
2178,3323,,0,5,5,10,5,5,10
2179,14020,,0,5,5,10,5,5,10
2180,2072,,0,16,16,32,16,16,32
2181,6905,,0,2,2,4,2,2,4
2182,21653,,0,3,3,6,3,3,6
2183,10931,,0,10,10,20,10,10,20
2184,20765,,0,18,18,36,18,18,36
2185,7475,,0,6,6,12,6,6,12
2186,11607,,0,4,4,8,4,4,8
2187,19351,,0,4,4,8,4,4,8
2188,2203,,0,1,1,2,1,1,2
2189,7594,,0,1,1,2,1,1,2
2190,21130,,0,5,5,10,5,5,10
2191,9335,,0,1,1,2,1,1,2
2192,25235,,0,1,1,2,1,1,2
2193,24582,,0,2,2,4,2,2,4
2194,2202,,0,4,4,8,4,4,8
2195,17233,,0,4,4,8,4,4,8
2196,24271,,0,4,4,8,4,4,8
2197,14051,,0,6,6,12,6,6,12
2198,2936,,0,1,1,2,1,1,2
2199,10354,,0,1,1,2,1,1,2
2200,18905,,0,2,2,4,2,2,4
2201,21563,,0,2,2,4,2,2,4
2202,22371,,0,1,1,2,1,1,2
2203,6641,,0,1,1,2,1,1,2
2204,15920,,0,2,2,4,2,2,4
2205,24583,,0,1,1,2,1,1,2
2206,352,,0,3,3,6,3,3,6
2207,3996,,0,5,5,10,5,5,10
2208,10555,,0,6,6,12,6,6,12
2209,15850,,0,5,5,10,5,5,10
2210,20533,,0,3,3,6,3,3,6
2211,22603,,0,2,2,4,2,2,4
2212,23513,,0,4,4,8,4,4,8
2213,25034,,0,19,19,38,19,19,38
2214,20191,,0,3,3,6,3,3,6
2215,4635,,0,2,2,4,2,2,4
2216,4759,,0,2,2,4,2,2,4
2217,24860,,0,4,4,8,4,4,8
2218,5851,,0,3,3,6,3,3,6
2219,21646,,0,9,9,18,9,9,18
2220,8047,,0,2,2,4,2,2,4
2221,16953,,0,3,3,6,3,3,6
2222,25934,,0,2,2,4,2,2,4
2223,10062,,0,7,7,14,7,7,14
2224,23681,,0,6,6,12,6,6,12
2225,23727,,0,1,1,2,1,1,2
2226,3345,,0,15,15,30,15,15,30
2227,3430,,0,5,5,10,5,5,10
2228,22439,,0,3,3,6,3,3,6
2229,10463,,0,2,2,4,2,2,4
2230,10526,,0,1,1,2,1,1,2
2231,17746,,0,6,6,12,6,6,12
2232,18189,,0,1,1,2,1,1,2
2233,21438,,0,1,1,2,1,1,2
2234,22611,,0,2,2,4,2,2,4
2235,5995,,0,3,3,6,3,3,6
2236,7999,,0,1,1,2,1,1,2
2237,8178,,0,2,2,4,2,2,4
2238,8868,,0,1,1,2,1,1,2
2239,10824,,0,2,2,4,2,2,4
2240,19806,,0,2,2,4,2,2,4
2241,23304,,0,1,1,2,1,1,2
2242,14606,,0,2,2,4,2,2,4
2243,245,,0,2,2,4,2,2,4
2244,14562,,0,1,1,2,1,1,2
2245,15912,,0,2,2,4,2,2,4
2246,22245,,0,1,1,2,1,1,2
2247,14972,,0,3,3,6,3,3,6
2248,17158,,0,3,3,6,3,3,6
2249,17162,,0,2,2,4,2,2,4
2250,17403,,0,4,4,8,4,4,8
2251,20149,,0,2,2,4,2,2,4
2252,20519,,0,3,3,6,3,3,6
2253,21389,,0,5,5,10,5,5,10
2254,23912,,0,3,3,6,3,3,6
2255,23918,,0,4,4,8,4,4,8
2256,8215,,0,3,3,6,3,3,6
2257,272,,0,6,6,12,6,6,12
2258,11811,,0,6,6,12,6,6,12
2259,11840,,0,6,6,12,6,6,12
2260,19012,,0,5,5,10,5,5,10
2261,20305,,0,5,5,10,5,5,10
2262,11426,,0,3,3,6,3,3,6
2263,23673,,0,2,2,4,2,2,4
2264,14286,,0,3,3,6,3,3,6
2265,22806,,0,5,5,10,5,5,10
2266,22953,,0,2,2,4,2,2,4
2267,23950,,0,2,2,4,2,2,4
2268,2394,,0,5,5,10,5,5,10
2269,20618,,0,3,3,6,3,3,6
2270,414,,0,1,1,2,1,1,2
2271,9485,,0,2,2,4,2,2,4
2272,10435,,0,3,3,6,3,3,6
2273,14698,,0,1,1,2,1,1,2
2274,21823,,0,3,3,6,3,3,6
2275,24140,,0,1,1,2,1,1,2
2276,24330,,0,20,20,40,20,20,40
2277,232,,0,1,1,2,1,1,2
2278,1075,,0,1,1,2,1,1,2
2279,8737,,0,2,2,4,2,2,4
2280,13481,,0,1,1,2,1,1,2
2281,13862,,0,3,3,6,3,3,6
2282,16742,,0,1,1,2,1,1,2
2283,24402,,0,5,5,10,5,5,10
2284,4451,,0,2,2,4,2,2,4
2285,9983,,0,1,1,2,1,1,2
2286,15205,,0,4,4,8,4,4,8
2287,15666,,0,3,3,6,3,3,6
2288,15667,,0,3,3,6,3,3,6
2289,21031,,0,2,2,4,2,2,4
2290,2607,,0,11,11,22,11,11,22
2291,3450,,0,2,2,4,2,2,4
2292,5130,,0,4,4,8,4,4,8
2293,5353,,0,4,4,8,4,4,8
2294,5835,,0,6,6,12,6,6,12
2295,9450,,0,10,10,20,10,10,20
2296,12165,,0,4,4,8,4,4,8
2297,12722,,0,7,7,14,7,7,14
2298,20003,,0,4,4,8,4,4,8
2299,20184,,0,4,4,8,4,4,8
2300,10871,,0,14,14,28,14,14,28
2301,2614,,0,2,2,4,2,2,4
2302,7449,,0,3,3,6,3,3,6
2303,11611,,0,2,2,4,2,2,4
2304,20779,,0,2,2,4,2,2,4
2305,6078,,0,1,1,2,1,1,2
2306,6913,,0,1,1,2,1,1,2
2307,930,,0,5,5,10,5,5,10
2308,3946,,0,1,1,2,1,1,2
2309,4760,,0,2,2,4,2,2,4
2310,17189,,0,4,4,8,4,4,8
2311,1024,,0,2,2,4,2,2,4
2312,12552,,0,2,2,4,2,2,4
2313,16513,,0,1,1,2,1,1,2
2314,5505,,0,3,3,6,3,3,6
2315,18001,,0,2,2,4,2,2,4
2316,25480,,0,7,7,14,7,7,14
2317,17089,,0,6,6,12,6,6,12
2318,19454,,0,3,3,6,3,3,6
2319,3207,,0,1,1,2,1,1,2
2320,1149,,0,9,9,18,9,9,18
2321,4724,,0,4,4,8,4,4,8
2322,6832,,0,1,1,2,1,1,2
2323,920,,0,2,2,4,2,2,4
2324,1217,,0,24,24,48,24,24,48
2325,5488,,0,5,5,10,5,5,10
2326,12735,,0,5,5,10,5,5,10
2327,24126,,0,6,6,12,6,6,12
2328,5597,,0,12,12,24,12,12,24
2329,23836,,0,15,15,30,15,15,30
2330,8854,,0,5,5,10,5,5,10
2331,6183,,0,5,5,10,5,5,10
2332,5601,,0,2,2,4,2,2,4
2333,5227,,0,3,3,6,3,3,6
2334,7015,,0,3,3,6,3,3,6
2335,9647,,0,5,5,10,5,5,10
2336,18158,,0,3,3,6,3,3,6
2337,16765,,0,4,4,8,4,4,8
2338,3910,,0,1,1,2,1,1,2
2339,21864,,0,3,3,6,3,3,6
2340,4284,,0,2,2,4,2,2,4
2341,15194,,0,2,2,4,2,2,4
2342,15623,,0,3,3,6,3,3,6
2343,25094,,0,3,3,6,3,3,6
2344,26067,,0,2,2,4,2,2,4
2345,3955,,0,3,3,6,3,3,6
2346,9269,,0,2,2,4,2,2,4
2347,21167,,0,2,2,4,2,2,4
2348,23092,,0,3,3,6,3,3,6
2349,11629,,0,3,3,6,3,3,6
2350,6190,,0,4,4,8,4,4,8
2351,10656,,0,4,4,8,4,4,8
2352,11002,,0,2,2,4,2,2,4
2353,11403,,0,4,4,8,4,4,8
2354,20106,,0,2,2,4,2,2,4
2355,25610,,0,4,4,8,4,4,8
2356,10543,,0,6,6,12,6,6,12
2357,21608,,0,9,9,18,9,9,18
2358,11734,,0,3,3,6,3,3,6
2359,25585,,0,4,4,8,4,4,8
2360,9217,,0,2,2,4,2,2,4
2361,17392,,0,3,3,6,3,3,6
2362,23503,,0,8,8,16,8,8,16
2363,10923,,0,6,6,12,6,6,12
2364,11821,,0,3,3,6,3,3,6
2365,16013,,0,4,4,8,4,4,8
2366,21469,,0,3,3,6,3,3,6
2367,284,,0,1,1,2,1,1,2
2368,6427,,0,6,6,12,6,6,12
2369,16835,,0,2,2,4,2,2,4
2370,18677,,0,2,2,4,2,2,4
2371,21696,,0,2,2,4,2,2,4
2372,25854,,0,2,2,4,2,2,4
2373,8774,,0,7,7,14,7,7,14
2374,9964,,0,4,4,8,4,4,8
2375,17021,,0,2,2,4,2,2,4
2376,19517,,0,8,8,16,8,8,16
2377,22989,,0,5,5,10,5,5,10
2378,23485,,0,6,6,12,6,6,12
2379,11442,,0,5,5,10,5,5,10
2380,13651,,0,2,2,4,2,2,4
2381,8069,,0,2,2,4,2,2,4
2382,8787,,0,1,1,2,1,1,2
2383,24,,0,4,4,8,4,4,8
2384,3858,,0,4,4,8,4,4,8
2385,15066,,0,21,21,42,21,21,42
2386,23161,,0,4,4,8,4,4,8
2387,23266,,0,2,2,4,2,2,4
2388,22888,,0,1,1,2,1,1,2
2389,2127,,0,1,1,2,1,1,2
2390,15829,,0,4,4,8,4,4,8
2391,16106,,0,4,4,8,4,4,8
2392,17670,,0,4,4,8,4,4,8
2393,18612,,0,4,4,8,4,4,8
2394,19234,,0,1,1,2,1,1,2
2395,19724,,0,3,3,6,3,3,6
2396,22876,,0,13,13,26,13,13,26
2397,16469,,0,19,19,38,19,19,38
2398,9392,,0,2,2,4,2,2,4
2399,24252,,0,1,1,2,1,1,2
2400,3944,,0,3,3,6,3,3,6
2401,449,,0,30,30,60,30,30,60
2402,14079,,0,3,3,6,3,3,6
2403,21032,,0,3,3,6,3,3,6
2404,13384,,0,16,16,32,16,16,32
2405,12491,,0,15,15,30,15,15,30
2406,25911,,0,2,2,4,2,2,4
2407,22105,,0,2,2,4,2,2,4
2408,12547,,0,1,1,2,1,1,2
2409,25181,,0,1,1,2,1,1,2
2410,8340,,0,5,5,10,5,5,10
2411,8161,,0,4,4,8,4,4,8
2412,12054,,0,2,2,4,2,2,4
2413,21468,,0,3,3,6,3,3,6
2414,13647,,0,6,6,12,6,6,12
2415,7090,,0,5,5,10,5,5,10
2416,11792,,0,3,3,6,3,3,6
2417,16831,,0,3,3,6,3,3,6
2418,3411,,0,3,3,6,3,3,6
2419,4428,,0,3,3,6,3,3,6
2420,5392,,0,8,8,16,8,8,16
2421,6317,,0,4,4,8,4,4,8
2422,7541,,0,8,8,16,8,8,16
2423,15664,,0,4,4,8,4,4,8
2424,17665,,0,7,7,14,7,7,14
2425,20424,,0,4,4,8,4,4,8
2426,24734,,0,3,3,6,3,3,6
2427,18489,,0,1,1,2,1,1,2
2428,1258,,0,4,4,8,4,4,8
2429,12032,,0,5,5,10,5,5,10
2430,14619,,0,1,1,2,1,1,2
2431,25250,,0,7,7,14,7,7,14
2432,8976,,0,2,2,4,2,2,4
2433,6638,,0,6,6,12,6,6,12
2434,9986,,0,1,1,2,1,1,2
2435,11719,,0,1,1,2,1,1,2
2436,17731,,0,7,7,14,7,7,14
2437,20046,,0,8,8,16,8,8,16
2438,11557,,0,15,15,30,15,15,30
2439,14667,,0,8,8,16,8,8,16
2440,3204,,0,6,6,12,6,6,12
2441,25937,,0,6,6,12,6,6,12
2442,17086,,0,4,4,8,4,4,8
2443,19060,,0,1,1,2,1,1,2
2444,25569,,0,10,10,20,10,10,20
2445,9944,,0,1,1,2,1,1,2
2446,21341,,0,3,3,6,3,3,6
2447,5655,,0,8,8,16,8,8,16
2448,2771,,0,4,4,8,4,4,8
2449,13619,,0,6,6,12,6,6,12
2450,18585,,0,6,6,12,6,6,12
2451,23901,,0,2,2,4,2,2,4
2452,11841,,0,1,1,2,1,1,2
2453,3068,,0,1,1,2,1,1,2
2454,5631,,0,2,2,4,2,2,4
2455,16067,,0,2,2,4,2,2,4
2456,19569,,0,1,1,2,1,1,2
2457,3524,,0,2,2,4,2,2,4
2458,12849,,0,3,3,6,3,3,6
2459,715,,0,4,4,8,4,4,8
2460,16554,,0,1,1,2,1,1,2
2461,17559,,0,13,13,26,13,13,26
2462,1674,,0,6,6,12,6,6,12
2463,13191,,0,1,1,2,1,1,2
2464,23204,,0,12,12,24,12,12,24
2465,3265,,0,9,9,18,9,9,18
2466,15479,,0,3,3,6,3,3,6
2467,851,,0,6,6,12,6,6,12
2468,2713,,0,3,3,6,3,3,6
2469,13199,,0,5,5,10,5,5,10
2470,16837,,0,1,1,2,1,1,2
2471,18032,,0,1,1,2,1,1,2
2472,19568,,0,4,4,8,4,4,8
2473,20004,,0,3,3,6,3,3,6
2474,19927,,0,4,4,8,4,4,8
2475,22826,,0,5,5,10,5,5,10
2476,122,,0,8,8,16,8,8,16
2477,6530,,0,3,3,6,3,3,6
2478,6707,,0,3,3,6,3,3,6
2479,6911,,0,3,3,6,3,3,6
2480,15971,,0,5,5,10,5,5,10
2481,22224,,0,5,5,10,5,5,10
2482,17599,,0,2,2,4,2,2,4
2483,8680,,0,5,5,10,5,5,10
2484,13813,,0,13,13,26,13,13,26
2485,19204,,0,11,11,22,11,11,22
2486,19206,,0,3,3,6,3,3,6
2487,20344,,0,3,3,6,3,3,6
2488,1408,,0,3,3,6,3,3,6
2489,16332,,0,3,3,6,3,3,6
2490,19940,,0,2,2,4,2,2,4
2491,17001,,0,6,6,12,6,6,12
2492,18013,,0,6,6,12,6,6,12
2493,9147,,0,3,3,6,3,3,6
2494,7024,,0,3,3,6,3,3,6
2495,17393,,0,3,3,6,3,3,6
2496,17827,,0,1,1,2,1,1,2
2497,409,,0,3,3,6,3,3,6
2498,2474,,0,3,3,6,3,3,6
2499,6746,,0,3,3,6,3,3,6
2500,10476,,0,4,4,8,4,4,8
2501,16568,,0,4,4,8,4,4,8
2502,21771,,0,7,7,14,7,7,14
2503,7935,,0,4,4,8,4,4,8
2504,2001,,0,3,3,6,3,3,6
2505,3633,,0,2,2,4,2,2,4
2506,22278,,0,3,3,6,3,3,6
2507,4422,,0,8,8,16,8,8,16
2508,1341,,0,4,4,8,4,4,8
2509,4273,,0,4,4,8,4,4,8
2510,5259,,0,5,5,10,5,5,10
2511,7355,,0,8,8,16,8,8,16
2512,14357,,0,4,4,8,4,4,8
2513,18344,,0,1,1,2,1,1,2
2514,12852,,0,1,1,2,1,1,2
2515,16333,,0,1,1,2,1,1,2
2516,11284,,0,4,4,8,4,4,8
2517,4875,,0,3,3,6,3,3,6
2518,24589,,0,4,4,8,4,4,8
2519,2559,,0,3,3,6,3,3,6
2520,5543,,0,3,3,6,3,3,6
2521,5767,,0,4,4,8,4,4,8
2522,24097,,0,10,10,20,10,10,20
2523,15206,,0,1,1,2,1,1,2
2524,21317,,0,2,2,4,2,2,4
2525,10956,,0,6,6,12,6,6,12
2526,2385,,0,3,3,6,3,3,6
2527,20783,,0,3,3,6,3,3,6
2528,20616,,0,2,2,4,2,2,4
2529,11602,,0,4,4,8,4,4,8
2530,5636,,0,1,1,2,1,1,2
2531,17988,,0,1,1,2,1,1,2
2532,8547,,0,4,4,8,4,4,8
2533,10791,,0,15,15,30,15,15,30
2534,10919,,0,2,2,4,2,2,4
2535,15600,,0,3,3,6,3,3,6
2536,15608,,0,6,6,12,6,6,12
2537,16644,,0,1,1,2,1,1,2
2538,1059,,0,3,3,6,3,3,6
2539,6154,,0,15,15,30,15,15,30
2540,7725,,0,6,6,12,6,6,12
2541,11125,,0,3,3,6,3,3,6
2542,13705,,0,1,1,2,1,1,2
2543,15435,,0,14,14,28,14,14,28
2544,16039,,0,7,7,14,7,7,14
2545,17821,,0,2,2,4,2,2,4
2546,20536,,0,2,2,4,2,2,4
2547,23529,,0,9,9,18,9,9,18
2548,2848,,0,2,2,4,2,2,4
2549,10552,,0,1,1,2,1,1,2
2550,12884,,0,9,9,18,9,9,18
2551,25988,,0,2,2,4,2,2,4
2552,18161,,0,1,1,2,1,1,2
2553,3034,,0,2,2,4,2,2,4
2554,19686,,0,3,3,6,3,3,6
2555,20335,,0,3,3,6,3,3,6
2556,22523,,0,10,10,20,10,10,20
2557,1073,,0,3,3,6,3,3,6
2558,18399,,0,1,1,2,1,1,2
2559,22242,,0,10,10,20,10,10,20
2560,14165,,0,8,8,16,8,8,16
2561,16485,,0,2,2,4,2,2,4
2562,6156,,0,4,4,8,4,4,8
2563,18381,,0,4,4,8,4,4,8
2564,2917,,0,2,2,4,2,2,4
2565,6031,,0,2,2,4,2,2,4
2566,2010,,0,3,3,6,3,3,6
2567,8064,,0,3,3,6,3,3,6
2568,20599,,0,3,3,6,3,3,6
2569,13328,,0,8,8,16,8,8,16
2570,17082,,0,10,10,20,10,10,20
2571,3681,,0,3,3,6,3,3,6
2572,24592,,0,3,3,6,3,3,6
2573,281,,0,8,8,16,8,8,16
2574,17884,,0,2,2,4,2,2,4
2575,20538,,0,2,2,4,2,2,4
2576,24032,,0,2,2,4,2,2,4
2577,10588,,0,12,12,24,12,12,24
2578,3916,,0,8,8,16,8,8,16
2579,5352,,0,4,4,8,4,4,8
2580,5729,,0,3,3,6,3,3,6
2581,24614,,0,7,7,14,7,7,14
2582,4102,,0,9,9,18,9,9,18
2583,26176,,0,5,5,10,5,5,10
2584,2356,,0,1,1,2,1,1,2
2585,17419,,0,8,8,16,8,8,16
2586,18105,,0,2,2,4,2,2,4
2587,16899,,0,4,4,8,4,4,8
2588,17843,,0,5,5,10,5,5,10
2589,8134,,0,6,6,12,6,6,12
2590,12687,,0,11,11,22,11,11,22
2591,23409,,0,2,2,4,2,2,4
2592,4433,,0,2,2,4,2,2,4
2593,7625,,0,6,6,12,6,6,12
2594,11899,,0,1,1,2,1,1,2
2595,13711,,0,4,4,8,4,4,8
2596,16475,,0,2,2,4,2,2,4
2597,19167,,0,1,1,2,1,1,2
2598,21727,,0,2,2,4,2,2,4
2599,23863,,0,2,2,4,2,2,4
2600,1675,,0,1,1,2,1,1,2
2601,3058,,0,2,2,4,2,2,4
2602,11815,,0,2,2,4,2,2,4
2603,23420,,0,1,1,2,1,1,2
2604,3006,,0,10,10,20,10,10,20
2605,12874,,0,6,6,12,6,6,12
2606,23149,,0,4,4,8,4,4,8
2607,10652,,0,5,5,10,5,5,10
2608,7481,,0,3,3,6,3,3,6
2609,21614,,0,2,2,4,2,2,4
2610,7578,,0,5,5,10,5,5,10
2611,13999,,0,4,4,8,4,4,8
2612,10376,,0,5,5,10,5,5,10
2613,15325,,0,4,4,8,4,4,8
2614,8122,,0,3,3,6,3,3,6
2615,9769,,0,3,3,6,3,3,6
2616,15253,,0,1,1,2,1,1,2
2617,16647,,0,3,3,6,3,3,6
2618,22489,,0,3,3,6,3,3,6
2619,23412,,0,1,1,2,1,1,2
2620,25443,,0,1,1,2,1,1,2
2621,1519,,0,3,3,6,3,3,6
2622,25435,,0,6,6,12,6,6,12
2623,4301,,0,2,2,4,2,2,4
2624,4117,,0,2,2,4,2,2,4
2625,16471,,0,2,2,4,2,2,4
2626,4798,,0,6,6,12,6,6,12
2627,17991,,0,2,2,4,2,2,4
2628,25904,,0,1,1,2,1,1,2
2629,25729,,0,4,4,8,4,4,8
2630,12743,,0,2,2,4,2,2,4
2631,21712,,0,2,2,4,2,2,4
2632,3998,,0,3,3,6,3,3,6
2633,8513,,0,2,2,4,2,2,4
2634,10501,,0,2,2,4,2,2,4
2635,13029,,0,3,3,6,3,3,6
2636,13622,,0,2,2,4,2,2,4
2637,13682,,0,3,3,6,3,3,6
2638,16749,,0,3,3,6,3,3,6
2639,26059,,0,3,3,6,3,3,6
2640,26065,,0,9,9,18,9,9,18
2641,2926,,0,2,2,4,2,2,4
2642,14781,,0,2,2,4,2,2,4
2643,17017,,0,1,1,2,1,1,2
2644,17161,,0,2,2,4,2,2,4
2645,25050,,0,8,8,16,8,8,16
2646,11113,,0,3,3,6,3,3,6
2647,23267,,0,1,1,2,1,1,2
2648,12016,,0,7,7,14,7,7,14
2649,13469,,0,12,12,24,12,12,24
2650,18250,,0,2,2,4,2,2,4
2651,20667,,0,1,1,2,1,1,2
2652,4189,,0,2,2,4,2,2,4
2653,16234,,0,2,2,4,2,2,4
2654,17251,,0,1,1,2,1,1,2
2655,18373,,0,4,4,8,4,4,8
2656,20557,,0,1,1,2,1,1,2
2657,8298,,0,5,5,10,5,5,10
2658,12709,,0,2,2,4,2,2,4
2659,18443,,0,4,4,8,4,4,8
2660,18658,,0,2,2,4,2,2,4
2661,18667,,0,3,3,6,3,3,6
2662,26157,,0,2,2,4,2,2,4
2663,19356,,0,1,1,2,1,1,2
2664,3052,,0,5,5,10,5,5,10
2665,6711,,0,3,3,6,3,3,6
2666,22725,,0,4,4,8,4,4,8
2667,6904,,0,4,4,8,4,4,8
2668,18271,,0,9,9,18,9,9,18
2669,1736,,0,6,6,12,6,6,12
2670,1914,,0,4,4,8,4,4,8
2671,14424,,0,5,5,10,5,5,10
2672,19462,,0,5,5,10,5,5,10
2673,23137,,0,2,2,4,2,2,4
2674,500,,0,8,8,16,8,8,16
2675,4631,,0,3,3,6,3,3,6
2676,10615,,0,8,8,16,8,8,16
2677,12074,,0,6,6,12,6,6,12
2678,16754,,0,6,6,12,6,6,12
2679,19612,,0,6,6,12,6,6,12
2680,24454,,0,3,3,6,3,3,6
2681,20014,,0,6,6,12,6,6,12
2682,8374,,0,3,3,6,3,3,6
2683,17465,,0,3,3,6,3,3,6
2684,20089,,0,3,3,6,3,3,6
2685,25358,,0,2,2,4,2,2,4
2686,8730,,0,3,3,6,3,3,6
2687,13177,,0,3,3,6,3,3,6
2688,19723,,0,5,5,10,5,5,10
2689,24885,,0,7,7,14,7,7,14
2690,9732,,0,4,4,8,4,4,8
2691,3547,,0,13,13,26,13,13,26
2692,1405,,0,2,2,4,2,2,4
2693,2511,,0,5,5,10,5,5,10
2694,7452,,0,1,1,2,1,1,2
2695,13369,,0,9,9,18,9,9,18
2696,14346,,0,1,1,2,1,1,2
2697,19244,,0,1,1,2,1,1,2
2698,23989,,0,1,1,2,1,1,2
2699,15821,,0,4,4,8,4,4,8
2700,8150,,0,2,2,4,2,2,4
2701,14308,,0,7,7,14,7,7,14
2702,9066,,0,7,7,14,7,7,14
2703,16274,,0,5,5,10,5,5,10
2704,22722,,0,2,2,4,2,2,4
2705,15175,,0,3,3,6,3,3,6
